,molecule_chembl_id,IC50,units,smiles,pIC50
3081,CHEMBL3814878,200.0,nM,C=CC(=O)NCCCn1c(-c2nc(-c3cnn(C4CCN(C)CC4)c3)cnc2N)nc2ccccc21,6.698970004336019
3082,CHEMBL1095761,200.0,nM,Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1,6.698970004336019
3083,CHEMBL3806005,200.3,nM,COCCOc1cc2ncnc(Nc3ccc(F)cc3)c2c2c1OCCO2,6.698319050706424
3084,CHEMBL4475770,201.0,nM,COc1cc(N(C)CCN(C)C)c(NC(=O)C=C(C)C)cc1Nc1nc2c(c(-c3cn(C)c4ccc(F)cc34)n1)CS(=O)(=O)CC2,6.6968039425795105
3085,CHEMBL4470120,201.0,nM,CCC/C=C\C(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CCN(C)C,6.6968039425795105
3086,CHEMBL3977504,201.0,nM,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cn1,6.6968039425795105
3087,CHEMBL3237937,201.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(CCOc4no[n+]([O-])c4S(=O)(=O)c4ccccc4)CC3)c2)n1,6.6968039425795105
3088,CHEMBL4548481,202.0,nM,COc1ccc(OC)c(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)c1,6.694648630553376
3089,CHEMBL4173470,202.3,nM,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3nccn3)n2)c(OC)cc1N1CCC(N(C)C)CC1,6.694004117229195
3090,CHEMBL4583858,203.0,nM,CCC/C=C\C(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,6.692503962086787
3091,CHEMBL2346678,203.0,nM,Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,6.692503962086787
3092,CHEMBL93537,203.0,nM,O=C(/C=C/CN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.692503962086787
3093,CHEMBL427298,203.0,nM,CN(C)CCn1cnc2c(Cl)c3c(Nc4cccc(Br)c4)ncnc3cc21,6.692503962086787
3094,CHEMBL3900054,204.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(C(=O)CO)CC1,6.690369832574101
3095,CHEMBL210378,204.0,nM,CN(C(=O)N(CCCl)N=O)c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,6.690369832574101
3096,CHEMBL3087207,204.1,nM,C=CC(=O)N1CCC[C@H](N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1,6.69015699528393
3097,CHEMBL3980622,205.0,nM,CCC(=O)Nc1cc2c(Nc3ccc(Cc4ccccn4)cc3)ncnc2cc1OC,6.688246138944246
3098,CHEMBL4289728,205.0,nM,N=c1oc2ccccc2cc1C(=O)N/N=C1\C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc21,6.688246138944246
3099,CHEMBL248864,205.8,nM,COc1cc2ncnc(Nc3cccc(C#CC(C)(C)O)c3)c2cc1OC,6.686554629573585
3100,CHEMBL1242476,207.0,nM,CC(C)n1nc(-c2ccc3c(N)n[nH]c3c2)c2c(N)ncnc21,6.684029654543082
3101,CHEMBL4462965,207.0,nM,CCC(=O)N1CCC[C@@H](n2c(=O)c(-c3cc(F)ccc3Cl)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,6.684029654543082
3102,CHEMBL4642177,208.0,nM,CCC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4c(CCO)cccc34)n2)c(OC)cc1F,6.681936665037238
3103,CHEMBL515401,209.0,nM,COc1cc2ncnc(-c3c[nH]c4cc(F)c(Cl)cc34)c2cc1OC,6.679853713888946
3104,CHEMBL4083224,209.0,nM,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCCN(C)CC5)c(C)c4)nc32)C1,6.679853713888946
3105,CHEMBL4527702,209.0,nM,COc1cc(N(C)CCN(C)C)c(NC(=O)C=C(C)C)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1,6.679853713888946
3106,CHEMBL104244,210.0,nM,CN1CCN(CCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,6.6777807052660805
3107,CHEMBL1645477,210.0,nM,COc1ccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)cc1Cl,6.6777807052660805
3108,CHEMBL2325108,210.0,nM,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1cccc2ccccc12,6.6777807052660805
3109,CHEMBL247100,210.0,nM,Cc1ccn2ncnc(Nc3ccc4[nH]ncc4c3)c12,6.6777807052660805
3110,CHEMBL3088220,210.0,nM,Cc1ncc([N+](=O)[O-])n1C/C(=N/NC(=O)c1ccc(O)cc1)c1ccc(Br)cc1,6.6777807052660805
3111,CHEMBL395591,210.0,nM,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COCC6CNCCOC6)c45)ccc32)c1,6.6777807052660805
3112,CHEMBL372523,210.0,nM,CCc1c(NC(=O)OCc2ccccc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.6777807052660805
3113,CHEMBL3786220,210.0,nM,C=CC(=O)N1C[C@H](O)[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)C1,6.6777807052660805
3114,CHEMBL69964,210.0,nM,Cc1cc(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]c1C(=O)N1CCN(C)CC1,6.6777807052660805
3115,CHEMBL400413,210.0,nM,CS(=O)(=O)N1CCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,6.6777807052660805
3116,CHEMBL3774396,211.4,nM,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(CCCN2CCCCC2)C(=O)CO4)c1,6.674895017028593
3117,CHEMBL3948354,212.0,nM,COc1cc2c(Nc3ccc(NC(=O)Nc4ccccc4)c(Cl)c3)ncnc2cc1OCCN1CCCCC1,6.673664139071248
3118,CHEMBL4086559,212.5,nM,C=CC(=O)Nc1cc(Nc2ncnc(-c3cn(C)c4ccccc34)c2OC)c(OC)cc1N(C)CCN(C)C,6.67264106561367
3119,CHEMBL3676366,213.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)COC,6.671620396561263
3120,CHEMBL94123,215.0,nM,O=C(/C=C/N1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.667561540084394
3121,CHEMBL4566583,215.0,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCSC,6.667561540084394
3122,CHEMBL257872,216.0,nM,Cc1ccc(Oc2ccc(Nc3ncnc4[nH]nc(OCCN5CCC(O)CC5)c34)cc2C)cn1,6.665546248849069
3123,CHEMBL2070199,216.0,nM,Clc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCO5)cc23)c1,6.665546248849069
3124,CHEMBL4096988,216.0,nM,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5C[C@@H]6CN(C)C[C@@H]6C5)c(C)c4)nc32)C1,6.665546248849069
3125,CHEMBL4078973,218.0,nM,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CC6(CCN(C)CC6)C5)c(C)c4)nc32)C1,6.661543506395395
3126,CHEMBL2347965,218.0,nM,CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,6.661543506395395
3127,CHEMBL4452628,219.0,nM,COc1cc(N(C)CCN(C)C)c(NC(=O)/C=C\C(C)C)cc1Nc1ncc(C#N)c(-c2cn(C)c3ccccc23)n1,6.6595558851598815
3128,CHEMBL4576802,219.0,nM,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C1CSSC1,6.6595558851598815
3129,CHEMBL3416627,220.0,nM,COc1ccccc1-c1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1,6.657577319177793
3130,CHEMBL234772,220.0,nM,O=C(O)C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,6.657577319177793
3131,CHEMBL338935,220.0,nM,CO[C@H]1[C@@H](N(C)C(=O)CN)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.657577319177793
3132,CHEMBL104153,220.0,nM,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,6.657577319177793
3133,CHEMBL122068,220.0,nM,Nc1nc(N)c2c(Nc3cccc(Cl)c3)[nH]nc2n1,6.657577319177793
3134,CHEMBL4073874,220.0,nM,CN(C)C/C=C/C(=O)N1CCC[C@@H](n2nc(-c3ccccc3)c3c(N)ncnc32)C1,6.657577319177793
3135,CHEMBL50647,220.0,nM,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,6.657577319177793
3136,CHEMBL1242574,220.0,nM,CC(C)n1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,6.657577319177793
3137,CHEMBL3676373,222.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC(C)(C)NC(=O)CN(C)C,6.653647025549361
3138,CHEMBL1172781,223.0,nM,OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12)c1ccccc1,6.651695136951839
3139,CHEMBL4450934,224.1,nM,CCC(=O)N1CCC[C@@H](n2c(=O)c(-c3ccc(F)cc3Cl)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,6.6495581434649385
3140,CHEMBL4104717,224.5,nM,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCC6(CCN(C)CC6)CC5)c(C)c4)nc32)C1,6.648783654660658
3141,CHEMBL203936,225.0,nM,COc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1OC1CCN(C)CC1,6.647817481888637
3142,CHEMBL2105717,225.0,nM,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,6.647817481888637
3143,CHEMBL4226702,225.0,nM,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCOCC4)cc3OC)n2)c1,6.647817481888637
3144,CHEMBL3403513,226.4,nM,Cc1nc(N(C)c2ccc3c(c2)CCO3)c2cc(C)oc2n1,6.645123577483766
3145,CHEMBL3633933,227.0,nM,CCNC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1,6.6439741428068775
3146,CHEMBL593294,230.0,nM,COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3O)c2cc1OCCCN1CCN(C)CC1,6.638272163982407
3147,CHEMBL80030,230.0,nM,C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)cc2)cc1,6.638272163982407
3148,CHEMBL2064380,230.0,nM,CCOC(=O)c1ccc(O)c(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1,6.638272163982407
3149,CHEMBL3759015,230.0,nM,COc1cc2c(Nc3ccc(NC(=O)c4cccc(Cl)c4)cc3)ncnc2cc1OCCCN1CCOCC1,6.638272163982407
3150,CHEMBL4203110,230.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2N=[N+]=[N-])n1,6.638272163982407
3151,CHEMBL451074,230.0,nM,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5S(=O)(=O)c5cccc(F)c5)c4)c3s2)C1)N1CCOCC1,6.638272163982407
3152,CHEMBL219557,230.0,nM,COc1cc(Nc2c(C#N)cnc3cc(-c4coc(CN5CCN(C)CC5)c4)c(OC)cc23)c(Cl)cc1Cl,6.638272163982407
3153,CHEMBL1093235,230.0,nM,O=[N+]([O-])c1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccccc3)n2)c1,6.638272163982407
3154,CHEMBL308593,230.0,nM,Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1-c1ccccc1,6.638272163982407
3155,CHEMBL3092304,232.0,nM,C#CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,6.634512015109101
3156,CHEMBL3806172,232.3,nM,CCOC(C)Oc1cc2ncnc(Nc3ccc(F)c([N+](=O)[O-])c3)c2c2c1OCCO2,6.633950790199765
3157,CHEMBL3436360,232.4,nM,CN1CCN(C(=O)c2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1,6.633763876281707
3158,CHEMBL4205688,232.9,nM,COc1ccc(-c2c3c4cc(OCCN(C)C)c(OCCN(C)C)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,6.632830511465319
3159,CHEMBL399438,234.0,nM,N#Cc1cnc2cc(-c3ccc(CN4CCOCC4)cc3)ccc2c1N[C@@H]1C[C@H]1c1ccccc1,6.630784142589857
3160,CHEMBL4475780,234.0,nM,C=CC(=O)N(c1ccc(Cl)cc1F)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12,6.630784142589857
3161,CHEMBL3905242,235.0,nM,COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(Cl)cc4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,6.628932137728263
3162,CHEMBL3087197,235.4,nM,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccccc4)nc32)C1,6.628193541492584
3163,CHEMBL1242376,236.0,nM,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCCC1,6.627087997029893
3164,CHEMBL138125,238.0,nM,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1,6.623423042943488
3165,CHEMBL2310642,238.0,nM,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@@H](CO)c4ccccc4)c23)c1,6.623423042943488
3166,CHEMBL4448148,239.0,nM,C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,6.621602099051863
3167,CHEMBL455434,240.0,nM,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Cc5ccccc5)cc4)c3s2)C1)N1CCOCC1,6.619788758288394
3168,CHEMBL233324,240.0,nM,O=C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CCN1,6.619788758288394
3169,CHEMBL1958215,240.0,nM,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Br)cc3)C2)cc1,6.619788758288394
3170,CHEMBL452980,240.0,nM,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(c4)c(F)cn5Cc4ccccc4)c3s2)C1)N1CCOCC1,6.619788758288394
3171,CHEMBL1091613,240.0,nM,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccncc2)c1)c1ccccc1Cl,6.619788758288394
3172,CHEMBL45827,240.0,nM,CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)NC(C)(C)C)nc2n1,6.619788758288394
3173,CHEMBL2325095,240.0,nM,c1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,6.619788758288394
3174,CHEMBL3912361,240.0,nM,O=C(CCl)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCCCC5)c(Cl)c4)c3cc21,6.619788758288394
3175,CHEMBL1683962,240.0,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCOCC2)cc1,6.619788758288394
3176,CHEMBL514942,240.0,nM,COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3C)c2cc1OC,6.619788758288394
3177,CHEMBL4164936,240.0,nM,NS(=O)(=O)c1ccc(-n2c(SCC(=O)Nc3cc(Cl)c(Cl)cc3Cl)nc3cc4ccccc4cc3c2=O)cc1,6.619788758288394
3178,CHEMBL571809,240.0,nM,CC(=O)OCN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,6.619788758288394
3179,CHEMBL3416599,241.0,nM,Brc1cc2c(NCc3ccccc3)ncnc2s1,6.617982957425132
3180,CHEMBL3775285,245.1,nM,O=C1COc2cc3ncnc(Nc4cccc(F)c4)c3cc2N1CCCN1CCOCC1,6.6106566887479215
3181,CHEMBL3676391,246.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCOCCOC(=O)CC(=O)OCC,6.609064892896621
3182,CHEMBL3815115,247.0,nM,S=C(NCCCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.607303046740334
3183,CHEMBL3805775,247.2,nM,COCC(C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2,6.606951533583222
3184,CHEMBL3799255,247.8,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)C(F)(F)F)CC4)cc3OC)ncc2SC)c1,6.605898697959955
3185,CHEMBL1242285,249.0,nM,CC(C)n1nc(-c2cc(O)cc(Br)c2)c2c(N)ncnc21,6.603800652904264
3186,CHEMBL542733,250.0,nM,COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1.Cl,6.6020599913279625
3187,CHEMBL595406,250.0,nM,COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)cc3C)ncnc2cc1OCCCN1CCN(C)CC1,6.6020599913279625
3188,CHEMBL79060,250.0,nM,Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CNCCN6CCNCC6)cc5)sc34)ccc2[nH]1,6.6020599913279625
3189,CHEMBL4452106,250.0,nM,O=C(Nc1nccs1)[C@@H](c1cc(F)ccc1O)N1Cc2ccccc2C1=O,6.6020599913279625
3190,CHEMBL113900,250.0,nM,CC(C)N(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)C(C)C,6.6020599913279625
3191,CHEMBL3736183,250.0,nM,CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc(C)n4C(C)C)n2)C[C@H]1F,6.6020599913279625
3192,CHEMBL113023,250.0,nM,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C,6.6020599913279625
3193,CHEMBL169570,250.0,nM,Nc1ncnc2c1c(-c1ccc(O)cc1)cn2C1CCCC1,6.6020599913279625
3194,CHEMBL91748,250.0,nM,CN(C)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.6020599913279625
3195,CHEMBL247101,250.0,nM,Cc1ccn2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,6.6020599913279625
3196,CHEMBL2408826,250.0,nM,COc1cc(N2CCC(O)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1,6.6020599913279625
3197,CHEMBL3671544,251.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C(C)CN(C)C,6.600326278518962
3198,CHEMBL190651,252.0,nM,COCC(=O)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1,6.598599459218455
3199,CHEMBL3671543,256.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)/C=N/OC,6.59176003468815
3200,CHEMBL4067916,257.0,nM,CCC(=O)N1CC[C@H](N2C(=O)N(c3cccc(OC(F)F)c3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,6.590066876668706
3201,CHEMBL1082012,257.0,nM,Cc1c(C(=O)NCCN2CCN(C)CC2)[nH]c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,6.590066876668706
3202,CHEMBL3416441,257.0,nM,Fc1cccc(COc2ccc(Nc3ncnc4sc(Br)cc34)cc2Cl)c1,6.590066876668706
3203,CHEMBL4078920,258.0,nM,C=CC(=O)Nc1cccc(-c2c[nH]c3nccc(-c4[nH]c(CCCO)nc4C4CC4)c23)c1,6.58838029403677
3204,CHEMBL2347972,258.0,nM,OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccc4c(c3)OCO4)c12)c1ccccc1,6.58838029403677
3205,CHEMBL3671534,258.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CCN,6.58838029403677
3206,CHEMBL3814460,259.0,nM,O=C(NCCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,6.586700235918748
3207,CHEMBL3746557,260.0,nM,CC(=O)N1N=C(c2ccc(C(F)(F)F)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,6.585026652029182
3208,CHEMBL3954370,260.0,nM,O=C(Nc1nc2ccccc2n1[C@H]1CC[C@H](O)CC1)c1cccc(C(F)(F)F)c1,6.585026652029182
3209,CHEMBL593275,260.0,nM,COc1cc2c(Nc3ccc(-c4nc5ccc(Cl)cc5s4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,6.585026652029182
3210,CHEMBL338155,260.0,nM,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)[C@H](O)NC4=O,6.585026652029182
3211,CHEMBL1081312,260.0,nM,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,6.585026652029182
3212,CHEMBL301612,260.0,nM,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,6.585026652029182
3213,CHEMBL3416606,262.0,nM,COC[C@@H](Nc1ncnc2sc(Br)cc12)c1ccccc1,6.581698708680255
3214,CHEMBL301549,263.0,nM,COc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,6.580044251510242
3215,CHEMBL273789,263.0,nM,CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F,6.580044251510242
3216,CHEMBL150280,264.0,nM,c1ccc(Nc2[nH]cnc3nc4ccccc4c2-3)cc1,6.578396073130168
3217,CHEMBL3092301,265.0,nM,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCC(N2CCCC2)CC1,6.576754126063192
3218,CHEMBL4228018,266.0,nM,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(OCCOC)cc3)n2)c1,6.575118363368933
3219,CHEMBL4434788,267.0,nM,CC(C)(O)Cn1/c(=N/C(=O)c2ccnc(-c3ccccc3)c2)[nH]c2ccccc21,6.573488738635424
3220,CHEMBL403357,267.0,nM,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(OC)c2)c1,6.573488738635424
3221,CHEMBL4210100,267.6,nM,COc1cc2c(cc1OC)Nc1ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c1NC2,6.572513890904215
3222,CHEMBL596964,268.0,nM,COc1cc2ncnc(NCc3ccc(F)cc3)c2cc1OCCCCCCC(=O)NO,6.571865205971211
3223,CHEMBL3917698,268.7,nM,CN(C)C/C=C/C(=O)N1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,6.5707323335668315
3224,CHEMBL329642,269.0,nM,C/C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.570247719997592
3225,CHEMBL249496,270.0,nM,Nc1ncnc2c1c(-c1ccc3nc(Cc4ccccc4)[nH]c3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1,6.568636235841012
3226,CHEMBL3234866,270.0,nM,COc1ccc(Oc2nc3ccccc3cc2/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,6.568636235841012
3227,CHEMBL4075015,270.0,nM,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(N(C)C)c4ccccc34)c3c(N)ncnc32)C1,6.568636235841012
3228,CHEMBL3133821,270.0,nM,Oc1cccc(Nc2ccnc3[nH]c4ccccc4c23)c1,6.568636235841012
3229,CHEMBL420885,270.0,nM,CC(C)(C)OC(=O)Nc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,6.568636235841012
3230,CHEMBL3347488,270.0,nM,OB(O)/C=C/COc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,6.568636235841012
3231,CHEMBL118904,270.0,nM,O=[N+]([O-])c1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,6.568636235841012
3232,CHEMBL1683975,270.0,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCNCc1ccccc1,6.568636235841012
3233,CHEMBL1242202,270.0,nM,COc1ccc(-c2nn(C3CCC(C)C3)c3ncnc(N)c23)cc1O,6.568636235841012
3234,CHEMBL4226254,270.0,nM,C=CC(=O)Nc1cccc(NC(=O)Nc2nc(Nc3ccc(N4CCC(N5CCOCC5)CC4)cc3OC)ncc2C(F)(F)F)c1,6.568636235841012
3235,CHEMBL3797606,271.6,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2SC)c1,6.566070234391535
3236,CHEMBL2437468,272.0,nM,C=CC(=O)Nc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)cc1,6.565431095965801
3237,CHEMBL155100,272.0,nM,Brc1cccc(Nc2ncnc3c2ccc2[nH]cnc23)c1,6.565431095965801
3238,CHEMBL3894102,272.9,nM,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@H]1CC[C@@H](NC(=O)/C=C/CN2CCOCC2)CC1,6.563996464330104
3239,CHEMBL4552482,273.0,nM,COc1cc(Nc2ncnc3cc(-c4ccc(Cl)cc4)sc23)cc(OC)c1OC,6.5638373529592435
3240,CHEMBL4226436,273.0,nM,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(C4CCN(C)CC4)cc3OC)n2)c1,6.5638373529592435
3241,CHEMBL3416598,275.0,nM,COc1ccccc1-c1cc2c(NCc3cccnc3)ncnc2s1,6.560667306169737
3242,CHEMBL3133908,275.0,nM,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(CC)c3)c2c1,6.560667306169737
